task,unit,level,max_iter,max_eval,recorded_n_iter,recorded_closure_calls,recorded_budget_exhausted_flag,binding_budget,stop_reason,flag_was_misleading,source_path
E2,218,1e-08,1000,1250,625,1251,False,function_evaluation_budget,"max_eval reached: 1251 closure calls against max_eval=1250, while n_iter=625 < max_iter=1000",True,outputs/posthoc/e2/e2_stationarity_path.csv
E2,218,1e-10,1000,1250,625,1251,False,function_evaluation_budget,"max_eval reached: 1251 closure calls against max_eval=1250, while n_iter=625 < max_iter=1000",True,outputs/posthoc/e2/e2_stationarity_path.csv
E2,219,1e-06,1000,1250,962,1250,False,function_evaluation_budget,"max_eval reached: 1250 closure calls against max_eval=1250, while n_iter=962 < max_iter=1000",True,outputs/posthoc/e2/e2_stationarity_path.csv
E2,219,1e-08,1000,1250,962,1250,False,function_evaluation_budget,"max_eval reached: 1250 closure calls against max_eval=1250, while n_iter=962 < max_iter=1000",True,outputs/posthoc/e2/e2_stationarity_path.csv
E2,219,1e-10,1000,1250,962,1250,False,function_evaluation_budget,"max_eval reached: 1250 closure calls against max_eval=1250, while n_iter=962 < max_iter=1000",True,outputs/posthoc/e2/e2_stationarity_path.csv
E2,220,1e-06,1000,1250,497,837,False,neither,"stopped below both budgets (n_iter=497 of 1000, closure calls=837 of 1250); a tolerance or line-search condition terminated the run, which the records do not identify",False,outputs/posthoc/e2/e2_stationarity_path.csv
E2,220,1e-08,1000,1250,497,837,False,neither,"stopped below both budgets (n_iter=497 of 1000, closure calls=837 of 1250); a tolerance or line-search condition terminated the run, which the records do not identify",False,outputs/posthoc/e2/e2_stationarity_path.csv
E2,220,1e-10,1000,1250,497,837,False,neither,"stopped below both budgets (n_iter=497 of 1000, closure calls=837 of 1250); a tolerance or line-search condition terminated the run, which the records do not identify",False,outputs/posthoc/e2/e2_stationarity_path.csv
E2,221,1e-06,1000,1250,668,1251,False,function_evaluation_budget,"max_eval reached: 1251 closure calls against max_eval=1250, while n_iter=668 < max_iter=1000",True,outputs/posthoc/e2/e2_stationarity_path.csv
E2,221,1e-08,1000,1250,668,1251,False,function_evaluation_budget,"max_eval reached: 1251 closure calls against max_eval=1250, while n_iter=668 < max_iter=1000",True,outputs/posthoc/e2/e2_stationarity_path.csv
E2,221,1e-10,1000,1250,668,1251,False,function_evaluation_budget,"max_eval reached: 1251 closure calls against max_eval=1250, while n_iter=668 < max_iter=1000",True,outputs/posthoc/e2/e2_stationarity_path.csv
E2,222,1e-06,1000,1250,814,1251,False,function_evaluation_budget,"max_eval reached: 1251 closure calls against max_eval=1250, while n_iter=814 < max_iter=1000",True,outputs/posthoc/e2/e2_stationarity_path.csv
E2,222,1e-08,1000,1250,814,1251,False,function_evaluation_budget,"max_eval reached: 1251 closure calls against max_eval=1250, while n_iter=814 < max_iter=1000",True,outputs/posthoc/e2/e2_stationarity_path.csv
E2,222,1e-10,1000,1250,814,1251,False,function_evaluation_budget,"max_eval reached: 1251 closure calls against max_eval=1250, while n_iter=814 < max_iter=1000",True,outputs/posthoc/e2/e2_stationarity_path.csv
E2,223,1e-06,1000,1250,721,1250,False,function_evaluation_budget,"max_eval reached: 1250 closure calls against max_eval=1250, while n_iter=721 < max_iter=1000",True,outputs/posthoc/e2/e2_stationarity_path.csv
E2,223,1e-08,1000,1250,721,1250,False,function_evaluation_budget,"max_eval reached: 1250 closure calls against max_eval=1250, while n_iter=721 < max_iter=1000",True,outputs/posthoc/e2/e2_stationarity_path.csv
E2,223,1e-10,1000,1250,721,1250,False,function_evaluation_budget,"max_eval reached: 1250 closure calls against max_eval=1250, while n_iter=721 < max_iter=1000",True,outputs/posthoc/e2/e2_stationarity_path.csv
E2,224,1e-06,1000,1250,625,1251,False,function_evaluation_budget,"max_eval reached: 1251 closure calls against max_eval=1250, while n_iter=625 < max_iter=1000",True,outputs/posthoc/e2/e2_stationarity_path.csv
E2,224,1e-08,1000,1250,625,1251,False,function_evaluation_budget,"max_eval reached: 1251 closure calls against max_eval=1250, while n_iter=625 < max_iter=1000",True,outputs/posthoc/e2/e2_stationarity_path.csv
E2,224,1e-10,1000,1250,625,1251,False,function_evaluation_budget,"max_eval reached: 1251 closure calls against max_eval=1250, while n_iter=625 < max_iter=1000",True,outputs/posthoc/e2/e2_stationarity_path.csv
E3,916101|926001|0.0,,100000,125000,69910,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916101|926002|0.0,,100000,125000,71131,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916101|926001|0.02,,100000,125000,69238,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916101|926002|0.02,,100000,125000,65067,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916102|926001|0.0,,100000,125000,97143,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916102|926002|0.0,,100000,125000,86941,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916102|926001|0.02,,100000,125000,70002,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916102|926002|0.02,,100000,125000,70694,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916103|926001|0.0,,100000,125000,92823,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916103|926002|0.0,,100000,125000,69518,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916103|926001|0.02,,100000,125000,71962,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916103|926002|0.02,,100000,125000,71938,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916104|926001|0.0,,100000,125000,72411,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916104|926002|0.0,,100000,125000,68590,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916104|926001|0.02,,100000,125000,68595,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916104|926002|0.02,,100000,125000,71165,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916105|926001|0.0,,100000,125000,72785,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916105|926002|0.0,,100000,125000,70460,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916105|926001|0.02,,100000,125000,100000,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916105|926002|0.02,,100000,125000,100000,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916106|926001|0.0,,100000,125000,100000,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916106|926002|0.0,,100000,125000,88013,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916106|926001|0.02,,100000,125000,69455,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E3,916106|926002|0.02,,100000,125000,75046,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e3/e3_all_fits.csv
E6,916101|926001|0.02,,100000,125000,69238,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/development/e6/e6_architecture_accuracy.csv
E6,916101|926002|0.02,,100000,125000,65067,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/development/e6/e6_architecture_accuracy.csv
E6,916102|926001|0.02,,100000,125000,70002,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/development/e6/e6_architecture_accuracy.csv
E6,916102|926002|0.02,,100000,125000,70694,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/development/e6/e6_architecture_accuracy.csv
E6,916103|926001|0.02,,100000,125000,71962,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/development/e6/e6_architecture_accuracy.csv
E6,916103|926002|0.02,,100000,125000,71938,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/development/e6/e6_architecture_accuracy.csv
E6,916101|926001|0.02,,100000,125000,67488,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/development/e6/e6_architecture_accuracy.csv
E6,916101|926002|0.02,,100000,125000,88948,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/development/e6/e6_architecture_accuracy.csv
E6,916102|926001|0.02,,100000,125000,75102,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/development/e6/e6_architecture_accuracy.csv
E6,916102|926002|0.02,,100000,125000,76560,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/development/e6/e6_architecture_accuracy.csv
E6,916103|926001|0.02,,100000,125000,82042,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/development/e6/e6_architecture_accuracy.csv
E6,916103|926002|0.02,,100000,125000,75439,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/development/e6/e6_architecture_accuracy.csv
E6,916101|926001|0.02,,100000,125000,72152,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/development/e6/e6_architecture_accuracy.csv
E6,916101|926002|0.02,,100000,125000,65183,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/development/e6/e6_architecture_accuracy.csv
E6,916102|926001|0.02,,100000,125000,88683,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/development/e6/e6_architecture_accuracy.csv
E6,916102|926002|0.02,,100000,125000,100000,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/development/e6/e6_architecture_accuracy.csv
E6,916103|926001|0.02,,100000,125000,65275,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/development/e6/e6_architecture_accuracy.csv
E6,916103|926002|0.02,,100000,125000,66709,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/development/e6/e6_architecture_accuracy.csv
E7,916101|926001|0.02,,1000,1250,922,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,922,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,922,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,1000,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,1000,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,1000,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,862,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,862,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,862,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,657,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,657,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,657,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,1000,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,1000,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,1000,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,835,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,835,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,835,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,585,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,585,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,585,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,770,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,770,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,770,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916101|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,956,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,956,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,956,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,863,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,863,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,863,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,695,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,695,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,695,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,655,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,655,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,655,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,654,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
